Product,price,Shipping_cost
Samsung SCH-A850 - Blue and Silver ( Verizon ) Rare Flip Phone - Untested,$10.65,26.38
Samsung Galaxy Note 20 5G N981U 128GB Gray Green Bronze (Unlocked) Open Box,$285.00,34.47
Samsung SGH-S390G Very Rare,$26.95,36.81
Samsung Galaxy S5 Active | SM-G870A | 16GB | Camo | AT&T Unlocked | Used,$45.05,27.39
Lot of 5 Samsung Rugby II SGH-A847 -3G GSM (AT&T) Mobile Flip Cell Phones,$59.95,28.60
BASIC SENIOR  SPARE EMERGENCY EASY SAMSUNG GT-1080I UNLOCKED,$22.64,17.61
NEW Samsung Galaxy S9+Plus SM-G965U1 64GB Black Factory Unlocked all GSM Carrier,$193.99,31.78
New ListingSamsung Galaxy S21 5G 8GB/128GB Black - Dot in screen,$227.97,25.63
Samsung GT B2710 - Black (Unlocked) Mobile Phone,$182.37,26.56
Samsung Renown SCH-U810 - Brown & Black Verizon Cellular Phone. Works,$22.00,36.66
Samsung Galaxy S21 5G SM-G991U - 128GB - Purple UNLOCKED ALL CARRIERS Excellent,$237.99,33.08
Case For Samsung Galaxy A50 Vintage Leather Magnetic Flip Wallet Phone Cover,$4.97,20.45
Samsung Galaxy A71 5G SM-A716U 128GB+6GB 64MP Unlocked Smartphone- New Unopened,$212.00,ree s
Samsung Galaxy A02s SM-A025U - 32GB - (Metro) - C Stock,$59.99,27.83
Samsung Galaxy S8 SM-G950U Sprint Unlocked 64GB Midnight Black Good,$89.99,28.72
New ListingSamsung Galaxy Tab S8+ (Wifi) SM-X800 WIFI 128GB Graphite Good,$479.99,40.99
Flip Leather Phone Case for Samsung S22 Ultra A53 / A52  Magnetic Wallet Cover,$8.79 to $10.05,12.58
3 pieces Samsung x830 sold as part or repair,$35.00,18.00
Samsung Galaxy S20+ Plus 5G G986U Verizon Unlocked 128GB,$209.99,32.26
2X SCREEN PROTECTOR For Samsung Galaxy A53 S21 FE S20 FE A52  TEMPERED GLASS,$7.53,12.58
Samsung Galaxy A5 (2017) A520F A520F/DS Single/Dual SIM 32GB ROM Android Phone,$84.55 to $89.25,ree s
Samsung Galaxy S23 Ultra 256GB Phantom Black Unlocked Excellent Condition,$839.99,51.61
SAMSUNG SGH P910 CELL PHONE,$26.85,16.11
Samsung Galaxy A14 SM-A146M/DS 128GB 4 GB Dual SIM Factory Unlocked,$191.56,32.49
Samsung Galaxy A03s LTE 32GB Black A037U (TracFone GSM Unlocked) - OPEN BOX,$79.00,29.16
New ListingSamsung Galaxy Tab Very Good 8.0 (2015) SM-T350 WIFI 16GB Gray Very Good,$79.99,29.19
Samsung Galaxy Z Flip 4 SM-F721U Factory Unlocked 128GB Blue C,$269.99,34.03
Samsung Galaxy S7 edge SM-G935F 32GB Gold Platinum (Without Simlock) A1,$53.71, 
Unlocked Samsung Galaxy A42 5G SM-A426U 6GB 128GB Gray Black B GRADE W/ Shadow,$79.00 to $129.00,28.39
Samsung Galaxy A10e SM-A102U - 32GB - Black (Verizon) B-stock,$59.98,27.83
Samsung Galaxy Z Fold3 5G F926U 256GB 512GB (Factory Unlocked) Phone,$649.99,46.01
Samsung Galaxy Note 9 GSM Unlocked Good Used Samsung Galaxy SM-N960U Note9,$159.98 to $169.89,31.07
Samsung Droid Charge (SCH-I510) Black Verizon 4G LTE Smartphone,$20.79,33.36
New ListingSamsung Galaxy Note 20 Ultra 5G 512GB - White - Unlocked,$643.57,21.49
"For Samsung Galaxy Z Fold5 Fold4 Case,Shockproof Heavy Duty Rugged Slim Cover",$15.19,26.51
NEW Leather Stand Wallet Book Case Cover For SAMSUNG GALAXY A12 5g A13 5g A14 5g,$5.63 to $7.11,20.51
Samsung Galaxy A10s (SM-A107M/DS) 32GB (GSM Unlocked) Dual SIM Clean IMEI - M904,$61.99,27.89
Samsung Galaxy A7 (2018) (SM-A750G) 64GB - Gold (Claro) - CHECK IMEI? - K5951,$65.99,28.01
USED Samsung Galaxy A13 SM-S135U 32GB Black Cricket Only ANDROID 4G LTE,$69.99,28.13
Samsung Galaxy A01 SM-A015V - 16GB - Black (Verizon) -  FLAWLESS,$69.00,28.10
Samsung Galaxy S8+ SM-G955U 64GB - purple (carrier unknown),$37.49,35.16
Factory Unlocked Samsung Galaxy S20+ Plus 5G G986U 128GB Gray Smartphone - Good,$239.00,33.11
New ListingSamsung Galaxy Note 10+ SM-N975U T-Mobile Unlocked 256GB Black C Extreme Burn,$199.99,31.96
UNLOCKED Samsung Galaxy A01 A015 4G LTE Smart Phone / T-Mobile Verizon h2O *READ,$33.80 to $38.80,37.01
"For Samsung Galaxy Z Fold5 Fold4 Case,Shockproof Heavy Duty Rugged Slim Cover",$15.19,26.51
SAMSUNG GALAXY S22+ PLUS 5G S906U1 128GB (FACTORY UNLOCKED) GREEN ❖SEALED❖,$565.00,42.73
Samsung Galaxy S7 G930V 32GB Black (Verizon) Bad LCD,$29.99,26.95
Samsung Galaxy S10 Lite (SM-G770F/DS) 128GB (GSM Unlocked) Dual SIM - BLEMISHED,$143.99,30.31
Samsung Galaxy A5 (2017) A520F A520F/DS Single/Dual SIM 32GB ROM Android Phone,$84.55 to $89.25,ree s
Samsung Galaxy A10e SM-A102U US Cellular Unlocked 32GB Black C,$49.99,27.54
New ListingSamsung G928V & Motorola XT2113-1 Verizon Poor Condition Check IMEI Lot of 2,$99.99,29.01
Samsung Galaxy S10 128GB GSM/CDMA Factory Unlocked - Screen Shadow,$134.95,30.04
S24 Ultra Mobile Phones 6.8 Hd Screen Smartphone Original 16g+1t 5g Dual SIM,$500.00,ree s
New UNOPENED Samsung Galaxy S8+ G955U/G955F Unlocked Android Smartphone,$215.99 to $235.99,ree s
Samsung Galaxy S8+ G955U T-Mobile Unlocked 64GB Gray Excellent Heavy Burn,$69.99,28.13
Samsung Galaxy Z Flip 3 5G F711U Factory Unlocked 256GB Black C Heavy Scratch,$179.99,31.37
New ListingApple iPhone 14 Pro Max A2651 T-mobile Only 128GB  Black A+  Light Burn,$179.99,31.37
Samsung Galaxy A11 SM-A115U - 32GB - Black (Unlocked) (Single SIM),$79.00,51.44
"Samsung Galaxy A51 128GB 6.5"" 4G LTE Unlocked, Black-Shaded Screen",$89.99,28.72
GENUINE Samsung X600 Perfect Condition boxed Europe Vintage Slider,$80.58,53.72
Samsung Galaxy A02s SM-A025U Black 32GB 2GB RAM 6.5'' (AT&T Unlocked) - Open Box,$89.00,29.46
Samsung Galaxy A20 A205U 32GB Black (Unlocked) - Excellent,$109.99,29.31
Samsung Galaxy A05 4G 128GB SIM Free Android Mobile Phone Pristine,$144.63 to $163.49,25.27
95% N e w Fully working  Samsung Metro 360 SM-B360E Unlocked 2G GMS mobile phone,$37.00,ree s
NEW Samsung Galaxy A04e (32GB + 3GB) SM-A042M/DS LTE Factory Unlocked 6.5'',$99.94,29.78
Samsung Galaxy Z Flip5 SM-F731B/DS 256GB/512GB Unlocked Grade A+ Excellent,$679.17,27.66
Samsung Galaxy S21 5G SM-G991U 128GB Unlocked AT&T Verizon T-Mobile Excellent,$258.00,33.67
Factory Unlocked Samsung Galaxy S20 5G SM-G981U - 128GB Cosmic Gray - EXCELLENT,$215.00,33.18
"USED-Samsung Galaxy A03 A035M 32GB 6.5"" Unlocked",$65.00,27.98
Samsung Brightside with box and  charging cord,$10.00,37.23
Samsung Galaxy Note 10+ 5G N976V Verizon Unlocked 256GB White Good Heavy Burn,$219.99,32.55
For Samsung Galaxy S24/S24 Ultra Shockproof Ring Holder Heavy Duty Case Cover,$11.39,26.40
Samsung Galaxy A31 SM-A315F/DS Android SIM 6GB RAM 128GB ROM Dual SIM Phone,$234.64,ree s
Samsung Galaxy A51 A515U Factory Unlocked 128GB Black C Light Burn,$80.00,29.19
"NEW UNLOCKED Samsung Galaxy A42 5G (SM-A426U1) ANY CARRIER WORLDWIDE, Warranty",$199.95,31.96
Samsung Galaxy S21 5G SM-G991U T-Mobile Unlocked 128GB Phantom Gray C Heavy Burn,$179.99,31.37
New Samsung Galaxy A6 Gold/Black  Dual Sim 4G 32GB Unlock Android Mobile Phone.,$300.60,30.65
Samsung Galaxy S20 5G G981U - Choose Your Carrier - Great with Light Shadow -,$129.00,29.87
For Samsung Galaxy S22 S23 S24 Ultra Tempered Glass Camera Lens Screen Protector,$11.39 to $11.97,26.42
New ListingFOR PARTS -  Samsung Galaxy S21 FE 5G - 128GB - White - T- Mobile - 3999,$79.99,28.42
Samsung Galaxy S10e SM-G970U Verizon Unlocked 128GB Prism Blue Very Good,$119.99,30.37
New ListingCelero 5G Plus 2024 - 256GB - Twilight Blue  (Boost Mobile) (Single SIM),$229.00,42.29
Samsung Galaxy S20 5G SM-G981V Factory Unlocked 128GB Cosmic Gray C,$159.99,30.78
SAMSUNG SGH E380 2 MOBILE PHONE,$7.51,16.11
Samsung Galaxy A42 5G 128GB Storage Black Dual SIM Network Unlocked - Excellent,$226.33,28.09
"Grade B Good! Dish 6.5"" Samsung Galaxy A03s SM-A037U 32GB Black Smartphone",$55.00,27.68
USED Samsung Galaxy S8 SM-G950U - 64GB - Midnight Black AT&T Locked,$89.99,21.46
Samsung A01 A015a 16GB AT&T Unlocked Brand New,$89.99,28.72
Samsung Galaxy Z Flip 4 (5G) 128GB Unlocked Graphite - EXTRA 20% OFF - EXCELLENT,$578.55,46.76
Samsung Galaxy S8+ SM-G955U 64GB - purple (carrier unknown),$37.49,35.16
Samsung Galaxy Z Flip4 5G SM-F721B/DS 128/256GB Unlocked A+ Excellent Condition,$490.51,27.66
Samsung Galaxy A13 5G - 64GB - Open Box T-mobile,$99.00,38.60
Samsung Galaxy Z Flip 4 SM-F721U1 Factory Unlocked 256GB Bespoke Edition Good,$299.99,34.91
"Samsung SM-A136DL Family Mobile Galaxy A13 5G, 64GB, Black - Prepaid",$71.10,72.05
Clear Phone Case For Samsung Galaxy Note 9 8 S8 9 S10 Plus Shockproof Heavy Duty,$9.45,26.34
Factory Unlocked Samsung Galaxy S20+ Plus 5G G986U 128GB Gray Smartphone - Good,$239.00,33.11
New ListingSamsung Galaxy A03s A037U 32GB Xfinity Fair Condition Check IMEI Lot of 3,$122.99,29.69
Samsung Z500 phone for sale,$55.00,20.00
Samsung Galaxy S5 SM-G900V 16GB GSM & CDMA Unlocked Smartphone,$49.89,62.18
Samsung Galaxy S10 Lite (SM-G770F/DS) 128GB (GSM Unlocked) Dual SIM - BLEMISHED,$143.99,30.31
Samsung SM-B315E DualSIM 2G Basic Button Unlocked Mobile Phone Mp3 Player-White,$28.00 to $32.00,ree s
Samsung Galaxy S10 128GB GSM/CDMA Factory Unlocked - Screen Shadow,$134.95,30.04
AT&T Samsung Factory Unlock (SAMSUNG S20 S20+ PLUS S20 ULTRA S20 FE 5G Z FLIP),$14.99,26.50
Samsung Galaxy A51 SM-A515 5G UW 128/6GB LTE NFC Unlock Android Smartphone-Blue,$188.65,26.78
Samsung Galaxy A52s 5G SM-A528B/DS Dual SIM 128GB Unlocked Very Good Condition,$226.38,27.66
For Samsung Galaxy S10 Genuine Tempered Glass Screen Protector Case Friendly,$8.79,12.58
New UNOPENED Samsung Galaxy S8+ G955U/G955F Unlocked Android Smartphone,$215.99 to $235.99,ree s
New Other Samsung Galaxy S10 SM-G973 Xfinity / Boost Mobile  Smartphone,$159.95 to $169.95,30.78
"Samsung Galaxy A51 128GB 6.5"" 4G LTE Unlocked, Black-Shaded Screen",$89.99,28.72
LOT OF 10 Samsung Galaxy S5 active G870a/G870w mix colors read please,$169.95,31.08
Samsung Galaxy S21 5G 128GB G991U Unlocked with LCD Shadows - Used,$159.99,30.78
Samsung Galaxy A03s SM-A037G/DSN 32GB Black Unlocked GOOD CONDITION GRADE B 853,$88.03,37.72
Samsung Galaxy S9 Unlocked AT&T Verizon T-Mobile Sprint SM-G960U1 Very Good,$114.95,29.45
Samsung Galaxy A32 5G SM-A326B/DS 64GB Awesome Black Unlocked Dual  new sealed,$213.68,27.65
Samsung Galaxy A02s SM-A025U Black 32GB 2GB RAM 6.5'' (AT&T Unlocked) - Open Box,$89.00,29.46
Samsung Galaxy A03s SM-A037F/DS 64GB 4GB Dual SIM (SIM+SIM) Unlocked,$109.99,29.31
New ListingSamsung Galaxy Note 10+ N975U 512GB Aura Black Unlocked Shadows Good,$199.96,31.96
Samsung Galaxy A10e SM-A102U MetroPCS Black GSM Smartphone Very Good,$49.99,28.31
Samsung Galaxy S20 FE 5G SM-G781U 128GB 6GB RAM CDMA GSM Unlocked Lavender- Good,$165.00,31.70
Unlocked Samsung Galaxy A52 5G - 128GB - USA Model Black World Smart Phone Good,$153.99,31.38
Samsung Galaxy A05 4G 128GB SIM Free Android Mobile Phone Pristine,$144.63 to $163.49,25.27
9D Gorilla Tempered Glass Screen Protector For Samsung Galaxy S23 S22 S21 S20 S9,$5.02 to $8.79,12.58
Samsung GT-S5611 Black Blue MP3 FM Radio Camera Bluetooth MicroSD Buttons Mobile Phone,$161.05,96.70
New ListingSamsung G928V & Motorola XT2113-1 Verizon Poor Condition Check IMEI Lot of 2,$99.99,29.01
Factory Unlocked Samsung Galaxy S20 5G SM-G981U - 128GB Cosmic Gray - EXCELLENT,$215.00,33.18
Samsung Galaxy S20 5G G981U - Choose Your Carrier - Great with Light Shadow -,$129.00,29.87
UNLOCKED Samsung Galaxy J7 J727 4G LTE Smart Phone  AT&T T-Mobile Ultra *B GRADE,$29.80 to $49.80,29.93
Samsung Galaxy A51 A516V 5G Verizon 128GB 6.5in Smartphone 5G Phone Very Good,$134.95,30.04
SAMSUNG SGH E2210B GSM UNLOCKED SIM FREE UNLOCK NO HELLO KITTY CELL PHONE,$32.22,16.11
For Samsung Galaxy S24 S23 ULTRA FE S22 S21 S20 PLUS S8 9 10 + Phone Case Cover,$9.45,26.34
"New ListingLOT OF 5 OLD USED CELL PHONES. AS IS. Samsung, Cricket,  Kyocera, ANS",$35.99,50.17
"New Listing(New) Samsung Galaxy S7 SM-G930V 32GB, Onyx Black (Verizon)",$250.96,33.47
Samsung Galaxy A42 5G 128GB Storage Black Dual SIM Network Unlocked - Excellent,$226.33,28.09
Unlocked Samsung Galaxy A42 5G SM-A426U 6GB 128GB Gray Black B GRADE W/ Shadow,$79.00 to $129.00,28.39
New Samsung Galaxy A6 Gold/Black  Dual Sim 4G 32GB Unlock Android Mobile Phone.,$300.60,30.65
Samsung Galaxy S20 5G G981U - Choose Your Carrier - Great with Light Shadow -,$129.00,29.87
Samsung Galaxy A42 5G 128GB Storage Black Dual SIM Network Unlocked - Excellent,$226.33,28.09
Unlocked Samsung Galaxy A42 5G SM-A426U 6GB 128GB Gray Black B GRADE W/ Shadow,$79.00 to $129.00,28.39
Samsung Galaxy A13 5G SM-A136U 64GB Black Unlocked AT&T T-Mobile TracFone - Good,$79.00 to $109.00,29.46
SAMSUNG GALAXY S6 32GB WHITE SM-G920R4 (US CELLULAR),$42.00,33.30
Samsung Galaxy S21 5G G991U 128GB (Unlocked) Violet - Renewed,$198.00,31.90
New ListingSamsung Galaxy S22 Ultra SM-S908U Xfinity Unlocked 128GB Phantom Black Good,$519.99,42.17
UNLOCKED Samsung Galaxy J7 J727 4G LTE Smart Phone  AT&T T-Mobile Ultra *B GRADE,$29.80 to $49.80,29.93
"Grade B Good! Dish 6.5"" Samsung Galaxy A03s SM-A037U 32GB Black Smartphone",$55.00,27.68
Tracfone Samsung Galaxy A03s + 1 Year of Service with 1500 MIN/1500 Text/1500MB,$89.99,28.72
Samsung Galaxy Xcover6 Pro 5G Black 128GB + 6GB Dual-SIM Unlocked GSM,$499.99,41.58
Samsung Galaxy A51 SM-A515 5G UW 128/6GB LTE NFC Unlock Android Smartphone-Blue,$188.65,26.78
Samsung Galaxy S5 Active | SM-G870A | 16GB |Gray | Unlocked All Carriers,$44.17,28.14
Samsung Galaxy S21 Ultra 5G All Colour & Storage (Unlocked) Smartphone B-Grade,$477.93,36.76
"Samsung Galaxy S20 FE 5G (128GB, 6GB) 6.5"" 12MP Good condition.",$190.00,34.66
SAMSUNG SGH P310 GSM UNLOCKED SIM FREE UNLOCK CELL PHONE,$128.92,16.11
New ListingSamsung Galaxy A72 SM-A725F/DS  8GB/256GB,$162.83,20.16
Samsung Galaxy A32 5G SM-A326U - 64GB - Awesome Black (Metro) (Single SIM),$119.00,36.32
Dual SIM Samsung Galaxy C9 Pro (C9000) 6GB/64GB 4G LTE Original Smartphone,$110.21,ree s
"Samsung Galaxy A03s 32GB 6.5"" 3GB RAM Black (Verizon) Smartphone - Pristine",$79.00,29.16
Samsung Galaxy A14 5G Metro by T-mobile Black,$130.00,80.00
Lot of 18 Defective Damaged Samsung Galaxy S7 Edge - SM-G935A G900V SCH-R970,$219.99,55.60
Samsung Galaxy Note 10 Plus Case With Tempered Glass Full Body Protection Rugged,$18.99,26.62
Samsung Galaxy S20 FE 5G G781U 128GB All Colors  (T-mobile) B GRADE w/ Shadow,$145.00,30.34
Samsung Solid B2100 Mobile Unlocked All Carrier*Free SIM Mobile Phone,$50.39,18.26
"2.4"" Samsung C3520 La Fleur Unlocked 1.3MP Bluetooth Stylish Flip Mobile Phone",$28.99,18.00
UNLOCKED / AT&T / T-Mobile Samsung Galaxy A10E 4G LTE 32GB Smart Phone *A GRADE*,$43.02 to $63.81,30.32
Samsung Galaxy S5 Neo SM-G903F 16 GB Unlocked Smartphone - Black,$99.00,38.97
DEFECTIVE - Samsung Galaxy S20+ 5G  - 128GB - Black - GSM Unlocked - 4016,$157.99,30.72
NEW Samsung Galaxy S22 5G SM-S901U1 256GB FACTORY UNLOCKED ❖SEALED❖,$524.00,41.52
Samsung Galaxy A50 A505U1 Verizon GSM Unlocked 64GB 25MP 6.4in New Other,$124.89,29.75
"Samsung Galaxy A9 A9000 2016 Duos dual-SIM Android Mobile Phone 4G LTE 6"" 13MP",$66.49,18.00
Open Box Samsung Galaxy S21 5G SM-G991U 128GB GSM World Phone - Fully UNLOCKED,$281.90,35.15
Samsung Galaxy J2 Pro (2018) J250F/DS Dual SIM 16GB  4G LTE Unlocked -New Sealed,$78.00,28.36
Samsung Galaxy S21 5G SM-G991U Factory Unlocked 128GB Phantom Gray C Light Burn,$184.99,31.52
For Motorola Moto G Stylus 5G 2021/2022/2023 Case Cover Belt Clip Fit Otterbox,$7.59 to $13.86,26.29
Heavy Duty Shockproof Case For Samsung Galaxy S23 S23 S22 Plus Ultra Rugged Case,$9.45,26.34
Samsung Galaxy Note 20 Dual SIM Unlocked 256GB Various Colours 4G Mobile | Good,$338.33,31.95
Case for Samsung Galaxy A13 S23 S22 S21 Shockproof Protective Silicone TPU Cover,$7.53,12.58
"MIXED Lot of 34  MOTOROLA, SAMSUNG, LG, VINTAGE FLIP Phones For Parts or repair",$80.60,100.8
New Samsung Galaxy Z Flip5 256GB (AT&T) SM-F731U #1706,$498.00,47.55
New ListingSamsung Galaxy Tab Very Good 10.5 SM-T590 WIFI 32GB Black Very Good,$149.99,31.26
Samsung Galaxy S20 FE SM-G781U 128GB 5G 6.5'' (Unlocked) - Excellent W/ Shadow,$169.00,31.05
Samsung Galaxy S22 Ultra SM-S908U Verizon Unlocked 256GB Phantom Black C,$519.99,41.40
Samsung Galaxy A03 Core 32GB 2GB Unlock Smart Phone USED PRISTINE Condition**,$113.18,24.17
Samsung Galaxy A03s SM-A037U - 32GB - Black (Boost) Smartphone - Pristine,$89.00,28.69
Samsung Galaxy A7 (2018) (SM-A750G) 64GB (AT&T) - BLEMISHED - Clean IMEI - K8165,$58.99,27.80
"SAMSUNG GALAXY A10E 5.83"" SM-A102U 32GB Black (T-Mobile Unlocked) - Pristine",$79.00,28.39
Samsung Galaxy A13 SM-S135U 32GB Black T-MOBILE LOCKED,$72.99,28.22
New ListingSamsung Galaxy A52 5G 128GB Awesome Black (T-Mobile) Good - Screen Flaw,$115.00,29.45
Samsung Galaxy A12 SM-A125U  metropcs looks  good works great clean esn FREE SHI,$89.91,29.49
SAMSUNG GALAXY S22 128GB GRAY SM S901U1 5G ORIGINAL SMARTPHONE NEW +ESIM,$450.17, 
Samsung Galaxy A71 5G SM-A716U - 128GB - Prism Cube Black (Unlocked) (Single...,$225.00,33.47
SAMSUNG SGH E530 GSM UNLOCKED SIM FREE UNLOCK CELL PHONE,$32.22,16.11
9D Gorilla Tempered Glass Screen Protector For Samsung Galaxy S23 S22 S21 S20 S9,$5.02 to $8.79,12.58
9D Gorilla Screen Protector For Samsung Galaxy S24 Ultra S24+ S23 Tempered Glass,$7.53 to $10.05,12.58
Samsung Galaxy S4 SGH-M919 - 16 GB - White (T-Mobile) Smartphone With Otterbox,$43.28,28.11
Samsung Galaxy S6 SM-G920P Sprint Unlocked 32GB Black Very Good Medium Burn,$39.99,27.24
Samsung Galaxy S10+ SM-G975U Factory Unlocked 128GB Prism White C Light Burn,$145.00,30.34
Samsung Galaxy A10e SM-A102U Verizon Unlocked 32GB Black Good,$54.99,27.68
Samsung Galaxy J4 Smart Phone 16GB Single Sim Android - Black,$62.87,22.44
Samsung Galaxy S8 SM-G950U - 64GB - Midnight Black (Unlocked) (Single SIM),$208.00 to $247.00,ree s
"Samsung Galaxy S21 Ultra 128GB Unlocked, Phantom Titanum - 25% OFF - VERY GOOD A",$465.35,36.32
For Samsung Galaxy S20 FE 5G Hybrid Hard PC Soft TPU Shockproof Glow Case Cover,$10.44,26.37
For Samsung Galaxy Z Flip 4 Shockproof Hybrid Rugged Glow In The Dark Case Cover,$10.91,26.38
New ListingSamsung Galaxy S20 FE 5G  6GB/128GB Unlocked,$195.40,25.63
"Case for Samsung Galaxy A21S  , Full Body Slim Phone Protector",$7.53,12.58
"Samsung Galaxy A51 128GB 6.5"" 4G LTE Unlocked, Black-Shaded Screen",$89.99,28.72
New ListingSamsung Galaxy Z Flip 5G SM-F707U1 Factory Unlocked 256GB Gray Good Crease,$159.99,31.55
Samsung Convoy 2 SCH-U660 -256MB -  (Verizon) Cellular Phone NIB 1111,$9.99,34.66
A Series - Samsung Galaxy A03s SM-A037U 32GB Black 6.5'' (For AT&T) - Good,$69.00,28.10
Samsung SCH-R500 CDMA - Red,$15.50,33.24
Samsung Galaxy A21 SM-A215U Black 32GB (GSM UNLOCKED) - Good,$105.00,29.93
For Samsung Galaxy S21 Ultra 5G 2021 Shockproof Rugged Case Cover SM-G998,$10.91,26.38
"Samsung Galaxy S3 Verizon unlocked for all GSM, White , GOOD 8/10, Complete",$59.95,20.57
Unlocked Original Samsung Galaxy S7 Edge G935F 4+32GB unlocked 4G LTE  Mobile,$165.00,ree s
Samsung Galaxy Xcover GT-S5690 Black/Orange (Without Simlock) 100% Original!,$125.62,48.35
Flip Leather Phone Case for Samsung S23 S22 S21 ULTRA A53  Magnetic Wallet Cover,$5.02 to $8.79,12.58
"SAMSUNG M23 M236B 5G 6.6"" 4GB 128GB DualSIM Light Blue- Genuine",$311.22,16.50
Samsung Galaxy Note 10+ 5G N976V Verizon Unlocked 256GB White Good Heavy Burn,$219.99,32.55
Samsung Galaxy A6 A600P - 32GB - Black - (Sprint) - C Stock Light Burn,$36.99,27.15
Samsung Galaxy S10e - 128GB 256GB - All Colors - Very Good Condition,$129.00,29.87
New/Sealed - SAMSUNG GALAXY A13 5G 64GB BLACK SM-A136U (US CELLULAR),$109.95,30.08
New ListingSamsung Galaxy Tab S5e SM-T727V Verizon Unlocked 64GB Silver Good,$149.99,31.26
Samsung Galaxy A13 Black 32GB Smartphone (GSM Unlocked) Smartphone - Good,$89.00,28.69
Samsung Galaxy A14 5G 64GB Smartphone total by Verizon Black,$109.00,29.28
1M Fast Charger For Samsung Galaxy S23 5G S22 S21 S20 USB TO TYPE C Cables 2 Pcs,$12.56,12.58
Samsung Galaxy A10e - SM-A102U - 32GB - Black - (Metro) - B Stock,$39.99,27.24
Samsung Galaxy Note 20 5G N981U 128GB Gray Green Bronze Unlocked Good W/SHADOW,$209.00,32.23
Samsung Galaxy S10e 128GB SM-G970U Unlocked Good Condition - Various Colors,$99.99,21.75
New ListingSamsung Galaxy Note 10+ N975U 512GB Aura Black Unlocked Black Spot Acceptable,$259.96,33.73
Samsung Galaxy A51 5G A516V Verizon Unlocked 128GB Blue C Light Burn,$85.00,28.57
95% N e w Fully working  Samsung Metro 360 SM-B360E Unlocked 2G GMS mobile phone,$37.00,ree s
Samsung Galaxy A13 SM-A135U 32GB Black T-Mobile Android 4G LTE Smartphone 3781,$69.95,28.13
"BUTTONS RETRO BASIC ELDERLY  SAMSUNG SGH-A300 ORANGE,TALKHOME, NOW MOBILE,CO-OP",$31.44,17.61
Samsung Galaxy J2 Pro (2018) J250F/DS Dual SIM 16GB LTE Unlocked -New Unopened,$74.00,28.24
Samsung Galaxy S8 SM-G950U - 64GB - Midnight Black (Unlocked) (Single SIM),$208.00 to $247.00,ree s
Lot of 18 Defective Damaged Samsung Galaxy S7 Edge - SM-G935A G900V SCH-R970,$219.99,55.60
Samsung Galaxy A32 5G SM-S326DL 64GB  Black TracFone(A.M) ONLY Smartphone -Fair,$102.00,29.07
New ListingSamsung Galaxy A42 5G SM-A426U Factory Unlocked 128GB Black C Heavy Scratch,$79.99,28.42
Samsung Convoy 3 Flip Phone CDMA SCH-U680 (VERIZON) - TESTED,$9.99,26.36
"For Samsung Galaxy A40  , Full Body 360 Ultra Slim Clear TPU Gel Cover Case",$7.53,12.58
SAMSUNG SGH E310 GSM UNLOCKED SIM FREE UNLOCK CELL PHONE,$21.48,16.11
Fair Samsung Galaxy S7 32GB Sapphire Black Verizon Android Smartphone SM-G930V,$44.99,27.39
Samsung Galaxy S21+ 5G G996U 128GB  Unlocked with LCD Shadows - Very Good,$228.99,32.82
New ListingSamsung Galaxy S8+ SM-G955U Verizon Unlocked 64GB Silver Excellent Extreme Burn,$69.99,28.13
SAMSUNG GT E1150 GSM UNLOCKED SIM FREE UNLOCK CELL PHONE NO E1190 SGH E2210B,$16.11,16.11
Samsung SGH-S390G Very Rare,$26.95,36.81
Grade B Good! Fully Unlocked Samsung Galaxy S20+ 5G SM-G986U 128GB Black,$205.00,32.88
Samsung Galaxy S22 SM-S901U 128GB Phantom Black 6.1'' T-Mobile Only - Good,$319.00,35.47
Samsung Propel SGH-A767 - Blue and Black ( AT&T ) Cellular Slide Phone w/ Box,$19.99,27.42
"Brand New Samsung Galaxy A54 5G A546E 128GB 8GB 6.4"" Unlocked",$338.80 to $343.80,36.98
Clear Gorilla Tempered Glass Screen Protector For Samsung Galaxy S23 & S23 Ultra,$6.28 to $10.05,12.58
"Samsung Galaxy S10e 128GB 256GB Unlocked G970 Very Good 5.8"" Smartphone SM-G970U",$134.89,30.81
Genuine Fast Charger USB-C TO C  Cable for  Samsung Galaxy S23 S22 S21 S20 S10+,$7.53,12.58
"Samsung Galaxy A03s 32GB 4G LTE 6.5"" HD Black SM-A037U (Verizon) - Open Box",$89.00,29.46
Samsung Galaxy A21 A215U Single SIM 32GB 3GB RAM CPU Android Phone Octa-core,$119.27,ree s
NEW Samsung Galaxy A03S- 32GB - Black (FACTORY UNLOCKED) GSM**,$125.00,36.61
Brand New Samsung Galaxy A14 5G Full Unlocked,$150.00,30.49
Samsung Galaxy A53 5G SM-A536U Spectrum Unlocked 128GB Black Good,$149.99,30.49
