,Product,Minimum_price,Maximum_price2,Shipping_cost
817,New ListingSamsung Galaxy S9 SM-G960 - 64GB - Lilac Purple (Unlocked)(Single SIM),39.24,39.24,31.64
818,"NEW Samsung Galaxy S9 - 64GB, unlocked, never used, ALL COLOURS",158.21,158.21,25.86
819,Samsung Galaxy S20 FE 5G - 128 GB - Unlocked SIM - Fully Working - Good Shape!,162.5,162.5,30.86
820,Samsung Galaxy S20 Plus 5G - SM-G986U -  128GB  Light Blue  (Verizon) Smartphone,5.5,5.5,33.25
821,Samsung Galaxy S21 5G 128GB 256GB Unlocked Android Smartphone | Dead Pixel,189.99,189.99,31.67
822,Samsung Galaxy A15 A155M 128GB 6GB RAM GSM Unlocked International Version (New),171.99,171.99,31.91
823,"Samsung Galaxy A15 5G (128GB, 6GB) 6.5""  SM-A156U Metro by Tmobile",149.99,149.99,31.26
824,SAMSUNG GALAXY S22 ULTRA 5G S908U1 128GB│256GB │512GB (FACTORY UNLOCKED) ❖SEALED,598.95,726.95,48.28
825,Lot of Samsung Galaxy S7 SM-G930(A/T/V/U/F/P) Network Unlocked,190.0,400.0,55.01
826,Samsung Galaxy S8 Active SM-G892A - 64GB - (GSM Unlocked) Smartphone - Good,94.98,94.98,21.61
827,Case for Samsung S22 S21 S20 S10 Plus S8 S6 A12 S23 Shockproof Hard Armor Cover,6.32,10.11,20.76
828,"Samsung Galaxy A23 5G, Boost Mobile Only | Black, 64 GB, 6.6 in Mint",119.99,119.99,29.60
829,Samsung Galaxy Z Fold 5 SM-F946U1 Factory Unlocked 512GB Gray OPEN BOX,949.99,949.99,82.94
830,Samsung Galaxy Z Flip 3 5G SM-F711U Factory Unlocked 128GB Phantom Black C,179.99,179.99,31.37
831,Samsung Galaxy A53 5G SM-A536U - 128GB - Awesome Black (T-Mobile),42.0,42.0,28.07
832,Samsung galaxy folder 2 white unlocked SM-G160N (LTE) USED Folder2 2019 model,229.0,229.0,7.00 
833,New ListingSamsung Galaxy S10 - 128GB - Black (Unlocked) (MUST READ DESCRIPTION),26.0,26.0,26.83
834,"Samsung Galaxy Note9 SM-N960U1,512GB, Blue,Unlocked,light Shadow, Fair Con:EE099",105.0,105.0,29.93
835,Samsung Galaxy S21 Ultra 5G SM-G998U Verizon Unlocked 128GB Phantom Silver C,299.99,299.99,34.91
836,Samsung Galaxy Note10+ Plus 256GB - Unlocked,110.0,110.0,40.88
837,New ListingSamsung Galaxy Note9 - 128GB - Purple (For AT&T Smartphone),20.5,20.5,27.44
838,Samsung Galaxy A14 4G-5G Dual Sim  64GB/128GB Unlocked -Android - Smartphone New,189.85,215.16,27.82
839,New In Box Samsung Galaxy S21 Ultra SM-G998U 5G 128GB Black Unlocked ATT TMobile,389.99,389.99,37.57
840,Samsung Galaxy A71 5G SM-A716U1 A716 AT&T UNLocked  128GB Fair,105.0,105.0,29.93
841,Samsung Galaxy S10e SM-G970U 128GB+6GB Factory Unlocked Smartphone - New Sealed,194.92,194.92,ree s
842,Samsung Galaxy A05 (A055M/L DS) 128GB or 64GB/4GB RAM GSM Unlocked (Only 4G/LTE),119.99,139.99,30.19
843,Samsung Galaxy S20 FE 5G SM-G781U 128GB Blue (Verizon)UNLOCKED GSM NEW OTHER,199.55,199.55,24.69
844,New ListingSamsung Galaxy Z Flip4 - 128gb - Black (For MetroPCS Smartphone),0.55,0.55,26.08
845,Samsung Galaxy S21 5G SM-G991U 128GB Unlocked Smartphone - Good,196.99,196.99,32.65
846,Samsung Galaxy J7 Star 2018 SM-J737T T-Mobile Unlocked 32GB Silver C,37.99,37.99,27.18
847,NEW Samsung Galaxy Note 9 N960U 128GB Unlocked (GSM+CDMA) AT&T T-Mobile Verizon,228.88,228.88,33.59
848,Samsung Galaxy Z Flip3 5G SM-F711U - 128GB - Cream (Unlocked),151.5,151.5,46.76
849,Samsung Galaxy Z Fold4 -FACTORY UNLOCKED-SM-F936U1 - 512GB - BLACK - B Stock,519.0,519.0,42.14
850,SAMSUNG GALAXY S20+ PLUS 5G 128GB UNLOCKED VARIOUS COLOURS BRAND NEW,341.75,341.75,32.20
851,Samsung Galaxy A12 SM-A125F- 64GB - Blue Unlocked Dual SIM Android Smartphone,101.25,101.25,23.90
852,Samsung Galaxy Folder G1600 Dual SIM LTE Flip Unlocked SmartPhone,58.51,58.51,18.00
853,Samsung Galaxy A52 5G - 128GB - SM-A526U (Unlocked) (Single SIM) Smartphone,144.95,164.95,30.93
854,Samsung Galaxy A51 A515U Factory Unlocked 128GB Black C Heavy Scratch,69.99,69.99,28.13
855,New In Box Samsung Galaxy Note 20 5G SM-N981 128GB Unlocked ATT T-Mobile Verizon,284.99,284.99,35.24
856,Samsung Galaxy S21 5G - 128 GB - Phantom Gray (AT&T),8.51,8.51,36.30
857,Samsung Galaxy S10 128GB G973U Unlocked with LCD Shadows - Very Good,119.99,119.99,29.60
858,"Good! GSM Unlocked 6.7"" Samsung Galaxy A71 5G SM-A716U 128GB Black Smartphone",139.0,139.0,30.16
859,"Samsung Galaxy A20 SM-A205U 32GB ROM 3GB RAM 6.4"" Unlocked Smartphone-New Sealed",112.13,112.13,ree s
860,Samsung Galaxy A12 SM-A125F- 64GB - Blue Unlocked Dual SIM Android Smartphone,101.25,101.25,23.90
861,Samsung Galaxy S8 | S8 Plus G950U | G955U - 64GB - (Unlocked) Good,94.95,109.95,22.05
862,Samsung Galaxy S10 128GB G973U Unlocked with LCD Shadows - Very Good,119.99,119.99,29.60
863,"Samsung Galaxy Beam2 SM-G3858 Smartphone 4.66"" 5MP 3G with Built-in Projector",150.86,150.86,ree s
864,Samsung galaxy folder 2 white unlocked SM-G160N (LTE) USED Folder2 2019 model,229.0,229.0,7.00 
865,Samsung Galaxy S23 Ultra (S918B) 256GB 8GB RAM GSM Unlocked International NEW,904.99,904.99,52.76
866,Samsung Galaxy A53 5G SM-A536U1/DS - 128GB - Awesome Black (Unlocked) !!READ!!,122.19,122.19,30.44
867,Samsung Galaxy A52 5G - 128GB - SM-A526U (Unlocked) (Single SIM) Smartphone,144.95,164.95,30.93
868,New ListingSamsung Galaxy Z Fold4 - 256GB - Graygreen (Unlocked) (MUST READ DESCRIPTION),105.0,105.0,29.16
869,Samsung Galaxy Note 9 N960U GSM Factory Unlocked 128GB Smartphone -  Image Burn,139.99,139.99,53.24
870,Samsung Galaxy Z Flip 4 5G Unlocked 128GB Graphite *SEE DISCRIPTION! O,99.99,99.99,29.78
871,Brand New Samsung Galaxy A50 64GB All Colours Unlocked Smartphone 12 Months WTY,139.22,139.22,25.20
872,Samsung Galaxy Note20 5G SM-N981U - 128GB - Mystic Gray (Unlocked) READ!,170.0,170.0,40.67
873,Samsung Galaxy S10 128GB G973U Unlocked with LCD Shadows - Excellent,129.99,129.99,29.90
874,"Very Good! Factory Unlocked 6.5"" Samsung Galaxy A12 32GB Black Smartphone",105.0,105.0,29.93
875,Samsung Galaxy A11 32GB Black Cricket,18.27,18.27,36.50
876,Samsung Galaxy A12 SM-A125F/DSN - 64GB - Black (EE) (Dual SIM) 2,77.21,77.21,16.08
877,Samsung Galaxy A32 5G - 64GB - (Unlocked) Verizon AT&T T-Mobile Metro Cricket,89.95,124.95,21.46
878,EXCELLENT Samsung Galaxy S20 Ultra 5G 128GB - UNLOCKED,289.95,289.95,34.62
879,New ListingSamsung Galaxy S21+Plus 5G - 128 GB - Phantom Black (T-Mobile),180.0,180.0,42.97
880,Samsung Galaxy Z Flip 5 SM-F731U1 Factory Unlocked 512GB Gray OPEN BOX,559.99,559.99,43.35
881,Samsung Galaxy Note 10+ SM-N975U1 Aura Black 512GB Fully Unlocked READ,70.0,70.0,28.13
882,Lot 5 Mix -Samsung Galaxy A13 5G-S136DL with SHATTERED SCREENS-FOR PARTS,149.0,149.0,31.23
883,Samsung Galaxy A42 5G SM-A426U Verizon Unlocked 128GB Prism Dot Gray Good,94.99,94.99,28.86
884,New ListingSamsung Galaxy A11 SM-A115U 32GB Black Unlocked T-Mobile Black Single SIM,55.5,55.5,36.77
885,Samsung Galaxy A51 - 128GB - Black ( For Tracfone Smartphone),102.0,102.0,29.07
886,Samsung Galaxy S9 PLUS G965U GSM Factory Unlocked 64GB Smartphone- Image Burn,109.99,109.99,30.08
887,Samsung Galaxy Z Fold4 5G F936U1 512GB (Unlocked) Verizon T-Mobile AT&T 8U,504.0,504.0,40.93
888,New Sealed Samsung Galaxy A24 Smartphone 4G Unlocked 128GB Dual Sim All Colours,194.86,194.86,27.13
889,Samsung Galaxy S20 / S20+ / S20 FE 5G - Unlocked/T-Mobile/Verizon/AT&T- Good,143.77,189.99,30.76
890,Samsung Galaxy S21 5G Unlocked G991U 128GB Android Smartphone,189.0,189.0,31.64
891,Samsung Galaxy A10e SM-A102U T-Mobile Unlocked 32GB Black Good,57.99,57.99,27.77
892,Samsung Galaxy Note20 5G N981U 128GB Unlocked with LCD Shadows - Used,171.99,171.99,31.14
893,New ListingSamsung Galaxy S22+ 256GB T-Mobile Clean ESN,325.0,325.0,40.80
894,New ListingSamsung Galaxy S22 SM-S901U 128GB Unlocked Verizon Mint Cond,206.5,206.5,32.93
895,Samsung Galaxy Note 20 Ultra 5G SM-N986U 128GB GSM Unlocked ATT TMobile Verizon,374.99,374.99,37.12
896,Samsung Galaxy Z Flip3 5G SM-F711U-128GB- Black (Carrier Unlocked),229.98,229.98,33.62
897,UNUSED Unlocked Samsung Galaxy Note20 5G SM-N981U 128GB Gray - NO RETAIL BOX,259.0,259.0,33.70
898,Samsung Galaxy A21s 32GB/64GB/128GB - All Colours - Dual SIM Unlocked - Good,126.51,139.17,24.77
899,"OPEN BOX Samsung Galaxy A54 5G A546E 128GB 8GB 6.4"" Unlocked",270.0,275.0,34.80
900,Samsung Galaxy Note 20 5g New 128GB Warranty BLACK,313.26,313.26,31.33
901,Samsung Galaxy S21 Ultra 5G SM-G998U1 256GB Phantom Black Fully Unlocked READ,177.5,177.5,36.50
902,NEW Samsung Galaxy S9+ PLUS G965U 64GB GSM Unlocked AT&T T-Mobile Metro Verizon,199.88,199.88,32.73
903,NEW Samsung Galaxy S22 ULTRA 5G  FACTORY UNLOCKED Smartphone -,558.0,614.0,42.52
904,Samsung Galaxy S22 ULTRA 5G FACTORY UNLOCKED Smartphone - GOOD,482.0,524.0,40.28
905,Samsung Galaxy A15 5G - 128GB - Black (Metro) (Single SIM),149.99,149.99,31.26
906,FACTORY UNLOCKED Samsung Galaxy NOTE 20 128GB 8GB RAM Smartphone - Pristine,275.0,275.0,34.95
907,SAMSUNG GALAXY TAB T395 ACTIVE 2 LTE 4GB GRADE A FULL . MINT. LIKE NEW,91.82,91.82,21.60
908,FACTORY UNLOCKED Samsung Galaxy NOTE 20 128GB 8GB RAM Smartphone - Pristine,275.0,275.0,34.95
909,Samsung Galaxy A71 5G SM-A716U 128GB+6GB 64MP Unlocked Smartphone- New Sealed,206.0,206.0,ree s
910,GSM Unlocked Samsung Galaxy A13 5G 64GB 4GB RAM Black Smartphone - Grade B,89.0,89.0,28.69
911,Samsung Galaxy A05 A055M 64GB 4GB RAM GSM Unlocked International Version (New),111.99,111.99,30.14
912,Samsung Galaxy Z Fold 5 SM-F946U1 Factory Unlocked 512GB Phantom Black OPEN BOX,949.99,949.99,54.09
913,Samsung Galaxy A14 5G (A146U) 64GB GSM Unlocked Android (NEW),149.95,149.95,30.49
914,**NEW** Samsung Galaxy A54 SM-A546U1 5G 128GB BLACK GSM UNLOCKED USA Warranty ✅,279.99,279.99,27.06
915,Samsung Galaxy S22 ULTRA 5G 128GB FACTORY UNLOCKED Smartphone - VERY GOOD,508.0,508.0,41.05
916,Samsung Galaxy A23 5G A236U 64GB Black GSM Unlocked (AT&T/T-Mobile) - Open Box,135.0,135.0,30.04
917,Samsung Galaxy S22 Ultra 5G SM-S908U 128GB Blue REPORTED,321.0,321.0,35.53
918,Samsung Galaxy S23 Ultra 5G 256GB (Factory Unlocked) - Open Box,999.99,999.99,56.33
919,Samsung Galaxy A10e SM-A102U US Cellular Unlocked 32GB Black Good,54.99,54.99,20.43
920,Samsung Galaxy K zoom SM-C111 - 8GB - Shimmer White (Unlocked) Smartphone,176.52,176.52,32.04
921,"Samsung  A34 5G - 128GB+6GB & 256GB+8GB (GSM Unlocked) Dual Sim 6.4"" Display-NEW",259.99,279.99,35.09
922,Samsung N960 Galaxy Note 9 128GB Factory Unlocked Smartphone- Shaded screen,135.0,135.0,30.04
923,Samsung Galaxy Note 20 Ultra 5G T-Mobile AT&T Verizon- Unlocked N986U - READ,102.5,102.5,35.86
924,Samsung Galaxy Z Flip3 5G SM-F711U - 128GB - Cream (Unlocked),99.0,99.0,45.21
925,Samsung Galaxy Z Fold3 5G  256GB - Black,235.5,235.5,71.12
926,Samsung Galaxy S7 32GB - AM-G930V AS IS UNTESTED w/ FLAWS,19.95,19.95,27.42
927,"Samsung SGH-D410 Olympics Worldwide Partner Edition 2003, International",18.74,18.74,38.19
928,Samsung Galaxy S21 5G 64GB 128GB 256GB Verizon AT&T T-Mobile Unlocked Very Good,194.75,227.99,32.79
929,"Excellent! GSM Unlocked 6.6"" Samsung Galaxy A23 A236U 5G 64GB Black Smartphone",139.0,139.0,30.93
930,Samsung Galaxy XCover Pro 64GB SM-G715U Verizon Black Phone,49.45,49.45,27.52
931,Samsung Galaxy Z Flip3 5G SM-F711B/DS 128/256GB Unlocked Very Good Condition,335.41,360.73,27.83
932,Samsung Galaxy S23 Ultra 256GB 512GB 1TB 12GB RAM Unlocked New All Colours NEW,1025.24,1202.45,55.77
933,"New ListingSamsung galaxy A21s Unlocked 64g Have done a factory reset , read description",18.99,18.99,12.66
934,Samsung Galaxy S21+ Plus G996U Unlocked T-Mobile Verizon Smartphone | Shaded,199.99,199.99,31.96
935,Samsung Galaxy A21s Dual Sim 32GB/ 64GB/ 128GB Unlocked Smartphone- New Sealed,158.22,213.91,ree s
936,NEW UNLOCKED SAMSUNG GALAXY S20+ PLUS 5G SM-G986U 128GB BLACK GRAY GSM+CDMA,256.88,256.88,33.64
937,Samsung Galaxy S21 5G - 128GB- (Factory Unlocked),184.99,184.99,31.52
938,New ListingSamsung Galaxy A53 5G - 128GB - Black (For AT&T Smartphone),33.0,33.0,19.78
939,Samsung Galaxy S23 FE 5G SM-S711B/DS 256GB 8GB RAM DUAL SIM Factory Unlocked NEW,564.95,564.95,42.73
940,SAMSUNG GALAXY S21 ULTRA 5G G998U1 128GB 256GB (FACTORY UNLOCKED) ⚫️⚪️🟣✤SEALED✤,398.95,398.95,38.60
941,"New ListingLot of 19 Mixed Smart Phones - Iphones, Oneplus, LG, Samsung, Motorola FOR PARTS",99.99,99.99,95.91
942,Samsung Galaxy S9 Unlocked | T-Mobile AT&T Verizon | 64GB 4G Smartphone Good,124.0,124.0,29.72
943,OPEN BOX Samsung Galaxy S10+ Plus 128/512GB/1TB UNLOCKED,219.95,319.95,32.55
944,Excellent! (GSM Unlocked) Samsung Galaxy A13 SM-A135U 32GB Black Smartphone,109.0,109.0,29.28
945,New Samsung Galaxy A90 5G SM-A908N 128GB UNLOCKED Smartphone Works Worldwide  !!,169.99,169.99,41.68
946,Samsung Galaxy Z Fold4 - 512 GB - Phantom Black (Unlocked),299.0,299.0,51.70
947,Samsung Galaxy Note 4 SM-N910V - 32 GB - Charcoal Black (AT&T) Smartphone,40.0,40.0,34.10
948,SAMSUNG C3520 Mobile Phone Bluetooth MP3 FM Radio GSM Flip Unlocked Cell phone,37.96,37.96,ree s
949,Samsung Galaxy S23+ SM-S916U - 256GB - Phantom Black (Carrier Unlocked),627.98,627.98,44.59
950,"Case For Samsung Galaxy S24, S24 Ultra, S24 Plus Shockproof Hybrid Rugged Cover",4.37,6.9,20.56
951,For Samsung Galaxy S22 S23 S24 Ultra Shockproof Full Case Cover+Screen Protector,13.96,13.96,19.22
952,Factory Unlocked Samsung Galaxy S21+ Plus 5G 128GB Black Smartphone - Good,249.0,249.0,33.41
953,FOR AT&T Samsung Galaxy A53 5G (SM-A536U) - 128GB - Very Good - Screen Burn,95.0,95.0,28.86
954,Samsung Galaxy A51 SM-A515U (USA) 128GB+4GB 48MP Unlocked Smartphone-New Sealed,170.0,170.0,ree s
955,✨Unlocked Samsung Galaxy A51 5G✨128GB Blue SM-A516U - Excellent,125.0,125.0,29.75
956,Samsung SGH-N288 SLIM (AnyCall International) Olympics Silver Phone - NEW RARE,29.99,29.99,33.98
957,Samsung  Galaxy S21 5G 128GB G991U1- Fully Unlocked Smartphone -  Very Good,209.99,209.99,32.26
958,⭐ GSM Unlocked ⭐ Samsung Galaxy A32 5G 64GB Awesome Black ⭐ Excellent!!,125.0,125.0,29.75
959,Samsung Galaxy Z Flip4 SM-F721B 128GB Graphite Unlocked FAULTY LCD 155,1.52,1.52,37.96
960,Samsung Galaxy A53 5G SM-A536U 128GB Black T-Mobile Unlocked Smartphone GREAT,164.85,164.85,30.93
961,Samsung Galaxy S23 SM-S911U - 128GB - Green (Carrier Unlocked),529.98,529.98,41.70
962,SAMSUNG GALAXY S23 5G S911U1 128GB 256GB (FACTORY UNLOCKED) ALL COLORS ❖SEALED❖,578.95,649.95,44.47
963,EXCELLENT Samsung Galaxy S21 Ultra 5G G998U 128/512GB UNLOCKED,379.95,479.95,37.27
964,Samsung Galaxy S7 SM-G930V - 32GB -  (Verizon) 4G LTE Smartphone,48.0,48.0,28.25
965,NEW Samsung Galaxy S20 FE 5G SM-G781U 128GB Fully Unlocked GSM+CDMA All Carriers,229.88,229.88,33.62
966,Samsung Galaxy Note 10+ SM-N975U1 Aura Black 512GB Fully Unlocked READ,70.0,70.0,28.13
967,Samsung Galaxy S20 FE 5G SM-G781U - 128GB - Cloud Navy (Unlocked) - Good,159.95,159.95,30.78
968,New Sealed Samsung Galaxy A14 Smartphone 5G Unlocked 128GB Dual Sim All Colours,202.46,202.46,27.39
969,Samsung Galaxy S10 G973U - All Colors - Choose Carrier - Unlocked - Very Good -,124.0,124.0,29.72
970,Samsung Galaxy A42 5G SM-A426U Factory Unlocked 128GB Prism Dot White Good,99.99,99.99,29.78
971,Samsung Galaxy A71 5G - 128GB - (Unlocked) Verizon AT&T T-Mobile Metro Cricket,124.95,144.95,22.64
972,SAMSUNG GALAXY S21 ULTRA 5G G998U1 128GB 256GB (FACTORY UNLOCKED) ⚫️⚪️🟣✤SEALED✤,398.95,398.95,38.60
973,Samsung Galaxy S24 - SM-S921B/DS - GSM UNLOCKED - 128/256GB - NEW - SEALED -,799.0,859.0,49.63
974,Samsung Galaxy S10e - 128GB 256GB - Unlocked Verizon AT&T T-Mobile Metro - Good!,109.95,164.95,22.49
975,Samsung Galaxy Z Fold4 - 512 GB - Phantom Black (Unlocked),299.0,299.0,51.70
976,Samsung Galaxy A21s Dual Sim 32GB/ 64GB/ 128GB Unlocked Smartphone- New Unopened,159.0,210.0,ree s
977,Samsung Galaxy Note 20 5G SM-N981U Factory Unlocked 128GB Mystic Gray C,189.99,189.99,31.67
978,"New ListingSamsung galaxy A21s Unlocked 64g Have done a factory reset , read description",18.99,18.99,12.66
979,"Open Box Samsung Galaxy A34 5G A346M 128GB 6GB 6.6"" Unlocked",205.0,210.0,33.03
980,Samsung Galaxy S21 5G - 128-256GB - Fully Unlocked - VERY GOOD Condition - BURN,189.99,189.99,31.67
981,Samsung Galaxy S22 ULTRA 5G 128GB FACTORY UNLOCKED Smartphone - VERY GOOD,508.0,508.0,41.05
982,For Samsung Galaxy S22 S23 S24 Ultra Shockproof Full Case Cover+Screen Protector,13.96,13.96,19.22
983,GSM UNLOCKED Samsung Galaxy A71 5G 128GB Black SM-A716U USED in Good Condition,125.0,125.0,30.52
984,Samsung Galaxy A54 SM-A546U - 128GB - Awesome Graphite (METRO PCS),240.0,240.0,33.91
985,New ListingSamsung,49.0,49.0,16.00
986,Clear Case For Samsung Galaxy S23 Ultra S22 S21 A53 s10 ShockProof Gorilla Cover,5.05,7.58,12.66
987,Samsung Galaxy A54 5G A546E 128GB 8GB RAM GSM Unlocked Global Version NEW,314.95,314.95,35.35
988,Samsung Galaxy S10e SM-G970U 128GB UNLOCKED EXCELLENT CONDITION with aCASE,110.0,110.0,34.66
989,NEW Samsung Galaxy S9+ PLUS G965U 64GB GSM Unlocked AT&T T-Mobile Metro Verizon,199.88,199.88,32.73
990,Samsung Galaxy S3   (Unlocked) Blue Good Condition,49.95,49.95,20.28
991,Shockproof Case For Samsung Galaxy S24 S23 S22 S20 Ultra Plus FE Phone Cover,5.05,7.58,12.66
992,Samsung Galaxy Note 20 5G SM-N981U - 128GB -  (Unlocked),219.99,219.99,33.32
993,⭐ FULLY UNLOCKED ⭐ Samsung Galaxy S21 5G 128GB AT&T T-Mobile Verizon PERFECT ⭐,229.0,259.0,32.82
994,CLEAR GORILLA CASE For Samsung Galaxy S24 ULTRA S23 S23  Bumper Shockproof Cover,7.58,7.58,12.66
995,Samsung Galaxy A13 SM-A135U1/DS 32GB Unlocked dual SIM cracked screen works 100%,50.0,50.0,ree s
996,🌟 SEALED 🌟Brand New Samsung Galaxy A14 5G Fully Unlocked Smartphones!,162.99,399.99,31.64
997,Samsung Galaxy Z Flip4 5G SM-F721U - 128GB - Graphite- (Factory Unlocked),317.98,317.98,36.21
998,Samsung Galaxy S20+ Plus 5G G986U Unlocked 128GB,180.0,180.0,32.14
999,SAMSUNG GALAXY A32 5G GRAPHITE ITALY NO BRAND,258.17,258.17,26.90
1000,Samsung Galaxy A30s (SM-A307G) 128GB - Blue (Claro) Smartphone - K7793,78.99,78.99,28.39
1001,Samsung Galaxy S8 Active SM-G892A - 64GB (GSM Unlocked) Gray | Gold | Blue,69.95,129.95,29.16
1002,Samsung Galaxy S20+ 5G 128GB G986U Unlocked with LCD Shadows - Used,149.99,149.99,30.49
1003,Shockproof Ring Case For Samsung S22 Ultra S21 S20 FE S23 Ultra A13 A12 A14 A54,7.53,10.11,20.76
1004,Samsung Galaxy A52 5G - 128GB - (Unlocked) Verizon AT&T T-Mobile Metro Cricket,154.95,174.95,23.96
1005,Samsung Galaxy S10 G973U - All Colors - Choose Carrier - Unlocked - Very Good -,124.0,124.0,29.72
1006,Samsung Galaxy Z Flip4 5G 128GB Purple Unlocked  FAULTY LCD 176,70.88,70.88,37.96
1007,Samsung Galaxy J7 Star 2018 SM-J737T T-Mobile Unlocked 32GB Silver C,37.99,37.99,27.18
1008,Samsung Galaxy Z Flip3 5G SM-F711B/DS 128/256GB Unlocked Very Good Condition,335.41,360.73,27.83
1009,Samsung Galaxy Z Flip 3 5G SM-F711U Factory Unlocked 256GB Phantom Black Good,199.99,199.99,32.73
1010,Samsung Galaxy S20+ Plus 5G G986U Unlocked 128GB,180.0,180.0,32.14
1011,Samsung Galaxy A30s (SM-A307G) 128GB - Blue (Claro) Smartphone - K7793,78.99,78.99,28.39
1012,OPEN BOX SAMSUNG Galaxy Z Fold 5 Factory Unlocked 256GB Phantom Black SM-F946U1,979.99,979.99,78.02
1013,🌟 SEALED 🌟Brand New Samsung Galaxy A14 5G Fully Unlocked Smartphones!,162.99,399.99,31.64
1014,NEW Samsung Galaxy Note 8 SM-N950U 64GB GSM Unlocked AT&T T-Mobile Verizon Metro,219.88,219.88,33.32
1015,Samsung Galaxy Xcover 5 G525F DualSim 64GB Enterprise Outdoor Edition incl. VAT,234.4,234.4,42.13
1016,Samsung Galaxy S10e - 128GB 256GB - Unlocked Verizon AT&T T-Mobile Metro - Good!,109.95,164.95,22.49
1017,Samsung Galaxy S10 S10e S10+ Plus 128GB 512GB - Unlocked Verizon AT&T T-Mobile,114.85,219.85,32.11
1018,SAMSUNG GALAXY A32 5G GRAPHITE ITALY NO BRAND,258.17,258.17,26.90
1019,Samsung Galaxy S21+ Plus G996U Unlocked T-Mobile Verizon Smartphone | Shaded,199.99,199.99,31.96
1020,Samsung Galaxy A10e SM-A102U T-Mobile Unlocked 32GB Black Good,57.99,57.99,27.77
1021,Samsung Galaxy A03s - UNLOCKED - Android 13,99.99,99.99,29.78
1022,Samsung N970 Galaxy Note 10 256GB Unlocked Android Smartphone,209.0,209.0,32.23
1023,"Samsung Galaxy A23 5G Black 64GB 6.6"" Unlocked AT&T T-Mobile Verizon - Open Box",115.0,125.0,30.52
1024,NEW UNUSED Factory Unlocked Samsung Galaxy A12 32GB Black - NO RETAIL BOX,105.0,105.0,29.16
1025,Samsung Galaxy Z Flip4 128GB Lot Of 2 Phones | UNLOCKED 🔥,219.0,219.0,36.50
1026,"Samsung Galaxy A14 5G - 64GB (GSM UNLOCKED) 4GB RAM Single Sim 6.6"" Screen Black",164.99,164.99,30.93
1027,NEW SAMSUNG GALAXY NOTE 10+ PLUS SM-N975U 256GB UNLOCKED (GSM+CDMA) ALL CARRIERS,334.88,334.88,36.71
1028,Samsung I8530 Galaxy Beam Original 3G 8GB ROM with Built-in Projector Smartphone,99.63,99.63,ree s
1029,GSM UNLOCKED Samsung Galaxy A71 5G 128GB Black SM-A716U USED in Good Condition,125.0,125.0,30.52
1030,Armor Holder Shockproof Case For Samsung S22 Ultra S21 S20FE S20 S23 Ultra Cover,7.58,11.38,20.80
1031,Samsung Galaxy Z Flip3 5G SM-F711U - 128GB - Cream (Unlocked),99.0,99.0,45.21
1032,SAMSUNG GALAXY S22 PLUS 5G S906U1 128GB│256GB │512GB (FACTORY UNLOCKED) ❖SEALED❖,529.95,584.95,43.32
1033,Samsung Galaxy A14 4g 128gb 64gb BRAND NEW SEALED unlocked,166.43,166.43,26.15
1034,Samsung Galaxy Note 4 SM-N910V - 32 GB - Charcoal Black (AT&T) Smartphone,40.0,40.0,34.10
1035,Samsung Galaxy S10 SM-G973U Verizon Unlocked 128GB Black C Heavy Burn,89.99,89.99,28.72
1036,Samsung Galaxy Z Fold4 5G F936U1 512GB (Unlocked) Verizon T-Mobile AT&T 99U 512,591.0,591.0,43.50
1037,"New ListingLot of 19 Mixed Smart Phones - Iphones, Oneplus, LG, Samsung, Motorola FOR PARTS",99.99,99.99,95.91
1038,Samsung Galaxy Note 20 5G SM-N981U Verizon Unlocked 128GB Mystic Green C,189.9,189.9,31.66
1039,Samsung G970 Galaxy S10e 128GB Factory Unlocked Smartphone - Good-,109.0,109.0,29.28
1040,"NEW Samsung Galaxy A52 5G, BLACK&PURPLE , 128GB, Unlocked Smartphone, NEVER USED",239.21,239.21,28.66
1041,Samsung Galaxy S4 Zoom Pictures 4G Mobile Phone SM-C105A Good Conditions,109.99,109.99,36.50
1042,Samsung Galaxy S20 FE 128GB G781UW Unlocked with LCD Shadows - Very Good,140.99,153.99,30.60
1043,Samsung Galaxy A13 SM-A135U T-Mobile Unlocked 32GB Black Good,79.99,79.99,28.42
1044,Samsung Galaxy Note 4 SM-N910V - 32GB - Charcoal Black (Carrier Unlocked),17.5,17.5,37.18
1045,Samsung Galaxy S21 5G SM-G991U - 128/256GB - All Carriers - Good,169.34,241.28,31.37
1046,Screen Protector Tempered Glass For Samsung S22 S20 FE S21 FE A13 A53 A23 S23 FE,5.05,5.05,20.58
1047,Samsung Galaxy S21 Ultra 5G G998U 128GB Unlocked with LCD Shadows - Used,263.99,263.99,33.85
1048,Samsung Galaxy S9 | S9+ Plus 64GB 128GB 256GB - Unlocked Verizon T-Mobile AT&T,104.95,169.95,23.37
